account_length,international_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls
115,0,26,155.2,110,230.9,133,261.6,100,4.5,4,0
97,0,0,209.2,134,0.0,0,175.4,94,11.8,6,1
107,0,0,222.3,101,286.0,111,249.4,117,12.1,4,1
140,0,0,193.1,82,260.3,107,241.3,93,13.3,5,2
104,0,0,280.4,127,179.4,79,150.6,77,15.2,6,5
102,0,31,125.3,92,141.2,108,168.2,68,6.3,2,3
93,0,0,172.3,135,318.7,95,131.5,104,11.5,4,3
181,0,0,229.9,130,144.4,93,262.4,110,14.2,4,2
104,0,15,124.7,99,188.3,108,208.6,95,8.0,3,0
123,0,0,114.4,91,216.6,123,250.6,102,11.0,3,0
155,0,21,195.9,91,213.9,84,88.2,111,8.6,4,0
161,0,0,151.2,89,228.4,117,169.3,107,9.3,2,2
133,0,0,295.0,141,223.6,101,229.4,109,12.9,4,2
142,0,0,187.0,133,134.6,74,242.2,127,7.4,5,2
73,0,0,159.0,123,233.3,95,178.9,155,15.2,3,2
108,1,36,153.8,105,246.2,62,150.9,125,11.1,4,1
68,0,24,176.0,118,277.9,116,174.7,71,14.7,7,1
89,0,15,274.0,83,192.2,97,125.9,141,11.9,2,0
115,0,0,202.1,95,231.6,89,214.6,165,13.1,7,1
25,0,0,178.8,90,141.2,72,203.0,99,8.4,5,2
72,0,0,198.4,147,216.9,121,112.8,125,13.1,4,0
129,0,0,54.7,131,256.1,105,176.6,135,11.1,4,1
117,1,15,178.8,81,286.1,85,229.4,128,7.1,5,1
97,0,0,225.1,90,279.5,127,233.8,103,8.8,4,0
79,0,0,152.2,112,177.2,132,96.4,87,5.3,3,1
169,0,0,142.5,82,231.4,110,131.2,67,10.0,4,2
106,1,0,204.0,84,168.5,61,164.0,102,13.3,3,3
67,0,0,234.3,111,206.4,87,157.3,101,5.8,10,3
50,0,24,214.3,129,289.8,55,312.5,130,10.6,4,1
68,1,39,142.0,140,241.6,89,302.0,72,11.3,5,1
89,1,0,125.6,108,213.0,90,181.7,108,5.4,5,1
140,0,0,187.1,110,158.0,70,211.4,123,8.5,2,2
47,0,40,158.3,90,213.2,71,123.0,132,14.0,2,2
117,0,21,153.2,112,263.3,110,135.0,85,11.9,7,1
38,0,0,149.0,92,49.2,78,163.3,93,13.9,11,0
170,0,22,173.6,66,142.2,83,156.5,93,5.2,3,1
66,0,0,180.4,99,135.1,114,206.0,98,9.5,6,1
93,0,0,190.2,68,262.2,64,130.0,92,8.8,4,0
98,0,0,243.4,88,147.1,155,156.4,80,9.7,4,2
113,0,0,209.4,151,347.3,113,246.0,116,7.4,2,1
127,0,0,211.1,62,235.2,143,227.5,66,15.6,3,2
173,0,0,172.5,78,142.6,91,102.0,63,10.9,2,0
95,0,0,69.4,79,190.8,109,219.9,102,8.9,5,0
52,0,0,209.8,114,171.3,82,154.6,119,9.9,9,4
163,0,40,231.9,56,211.8,91,268.5,74,12.3,3,2
115,0,0,265.9,112,132.9,94,185.2,106,14.6,7,1
75,0,0,225.3,124,228.0,81,254.3,106,11.7,3,1
140,0,0,160.5,123,185.9,110,150.4,94,10.7,5,1
137,0,0,203.1,97,132.0,76,250.9,94,9.2,4,4
155,0,39,183.3,106,205.1,101,263.7,90,5.1,7,1
122,0,30,237.7,94,154.7,91,223.1,98,9.5,3,1
77,0,0,144.9,136,151.3,115,252.4,73,12.3,3,2
76,0,0,193.0,82,200.8,109,135.9,79,14.4,3,0
78,0,0,108.6,108,209.9,126,222.6,117,7.9,5,1
61,0,0,45.0,108,151.3,74,152.9,94,9.8,6,2
55,0,0,203.7,80,230.2,112,120.3,48,9.4,1,3
67,0,0,109.1,117,217.4,124,188.4,141,12.8,6,0
181,0,16,196.0,85,107.1,119,205.9,110,9.7,1,1
122,1,0,140.0,101,196.4,77,120.1,133,9.7,4,4
88,0,0,181.9,90,151.5,87,143.0,100,7.5,3,1
113,0,0,140.8,107,252.6,87,215.4,136,9.1,4,3
141,0,39,116.9,127,276.5,88,289.9,125,12.3,2,0
125,1,29,260.8,81,163.7,112,271.7,117,17.0,6,1
158,0,0,172.4,114,256.6,69,235.3,104,0.0,0,2
99,0,0,193.3,51,240.1,117,145.7,92,12.2,4,1
105,0,0,259.3,96,175.2,97,222.4,36,12.0,5,3
43,0,0,241.9,101,129.4,121,264.8,104,5.9,3,1
72,0,0,196.5,88,158.6,129,269.3,118,6.8,3,0
33,0,29,157.4,99,117.9,80,279.2,79,13.9,11,4
101,0,16,118.9,112,228.3,97,180.1,111,8.2,5,2
146,0,0,214.8,86,230.9,94,223.8,100,5.8,3,3
93,0,0,176.1,103,199.7,130,263.9,96,8.5,6,2
121,0,0,273.8,96,263.1,106,201.5,83,10.8,3,1
89,0,0,129.2,71,214.1,68,214.9,100,10.3,4,5
90,0,0,214.9,97,117.8,117,133.7,78,11.8,2,2
139,0,0,139.0,110,132.9,93,272.0,120,12.1,1,0
103,0,0,150.6,125,169.1,126,221.2,104,10.4,8,8
152,0,20,214.6,108,96.6,82,170.7,145,7.9,5,1
147,0,0,124.4,74,320.9,78,157.2,126,10.4,4,2
36,0,29,281.4,102,202.2,76,187.2,113,9.0,6,2
149,1,28,126.9,97,166.9,102,145.2,77,8.8,3,5
127,0,25,82.2,95,163.3,109,264.9,104,5.1,6,0
101,1,0,193.7,108,186.6,98,223.0,100,11.6,8,0
88,0,0,152.9,119,171.2,107,257.0,106,12.0,5,2
103,0,24,111.8,85,239.6,102,268.3,81,6.9,4,1
95,0,0,197.0,88,190.4,68,211.9,104,16.1,8,0
41,0,0,237.8,92,223.5,155,217.4,90,10.2,6,2
98,0,0,167.0,60,125.1,65,262.5,100,8.9,2,1
107,0,0,241.9,102,126.9,117,185.6,92,11.7,6,0
33,1,0,247.1,114,146.5,110,208.9,94,10.6,2,4
81,0,0,125.1,103,209.6,103,186.2,78,11.8,1,1
94,0,0,252.6,104,169.0,125,170.9,106,11.1,7,2
117,0,0,168.8,137,241.4,107,204.8,106,15.5,4,0
165,0,0,156.0,88,276.1,81,175.9,94,9.3,5,1
115,0,0,173.5,121,168.3,100,138.3,105,7.8,5,1
113,0,0,90.6,130,170.6,100,137.4,74,5.4,9,1
119,0,0,294.2,100,232.5,53,195.0,64,9.0,1,0
93,0,22,306.2,123,189.7,83,240.3,107,11.7,2,0
49,0,0,202.3,105,195.4,131,190.1,88,9.0,2,3
122,0,0,243.8,98,83.9,72,179.8,84,13.7,8,2
75,1,0,211.3,61,105.6,119,175.9,63,9.7,4,4
110,0,0,175.6,91,236.5,127,194.9,114,9.5,8,0
80,0,0,206.3,97,154.9,98,263.6,82,12.4,12,0
54,0,0,197.7,84,221.3,89,189.4,109,7.8,3,2
99,0,0,222.4,102,185.8,89,237.7,81,12.0,8,2
51,0,0,41.2,106,210.6,82,220.1,115,12.4,3,0
166,0,26,152.1,114,89.3,67,194.6,111,7.5,6,0
113,0,0,155.0,93,330.6,106,189.4,123,13.5,3,1
99,0,0,124.6,90,146.4,70,169.4,95,10.5,6,1
141,0,0,138.2,94,176.4,84,182.9,110,11.1,6,3
73,0,0,254.8,85,143.4,80,153.9,102,15.0,7,2
74,0,35,154.1,104,123.4,84,202.1,57,10.9,9,2
87,0,18,124.3,104,196.1,80,290.0,110,7.2,3,1
119,0,0,107.2,100,221.1,100,212.6,96,8.3,3,2
86,0,0,136.4,104,202.5,110,230.7,86,11.5,1,3
148,0,0,208.4,120,174.4,99,310.7,105,11.2,4,1
47,0,27,165.0,89,127.3,118,284.4,95,7.7,4,2
84,0,0,86.0,83,260.7,86,98.6,109,8.9,4,1
78,0,0,140.0,84,216.8,73,224.5,102,9.0,6,2
28,0,0,236.8,102,167.1,87,280.2,115,9.7,3,3
113,0,0,161.1,133,205.3,95,60.3,93,12.2,2,2
142,0,24,239.8,103,285.9,65,256.7,106,9.5,4,0
115,1,0,345.3,81,203.4,106,217.5,107,11.8,8,1
83,0,26,226.4,117,234.7,97,133.6,82,10.8,7,1
95,0,35,238.3,86,258.1,132,194.9,72,13.1,4,5
83,0,38,107.9,90,140.4,94,253.6,79,10.5,2,0
164,0,32,111.7,116,133.9,93,176.5,76,8.0,5,1
152,0,0,141.5,102,263.0,94,207.1,113,3.4,4,2
39,0,0,121.6,99,267.6,99,99.7,88,7.1,2,1
38,0,0,175.7,109,211.8,97,137.9,109,9.2,3,5
112,0,0,115.8,108,243.3,111,184.6,78,13.1,5,1
118,0,0,232.4,92,191.0,68,213.0,138,7.7,4,1
158,0,0,245.1,68,195.8,100,244.2,80,11.5,4,2
124,0,0,247.2,84,161.9,130,170.3,73,6.1,6,1
109,0,0,162.6,138,154.0,109,209.7,118,11.5,4,0
78,0,0,193.1,85,172.1,105,129.6,119,10.2,1,0
108,0,30,276.6,99,220.1,113,177.9,95,9.8,6,2
97,0,43,121.1,105,260.2,115,222.4,100,8.3,5,3
128,0,0,199.3,86,194.8,102,298.2,82,14.3,2,4
150,0,35,139.6,72,332.8,170,213.8,105,8.8,2,2
109,0,0,193.6,58,148.7,115,282.5,105,13.1,1,2
83,0,33,228.2,85,249.2,114,93.5,89,10.2,7,0
46,0,0,90.4,108,276.2,77,146.5,111,12.7,2,1
148,0,0,153.6,148,262.1,87,225.5,99,9.8,3,2
120,0,0,180.0,80,224.2,82,265.4,91,4.7,7,3
53,0,0,57.5,95,265.5,131,244.3,128,11.6,6,3
84,0,0,163.7,123,175.0,93,194.0,115,8.0,5,1
110,0,0,55.3,102,164.7,124,200.7,108,10.2,5,1
61,0,38,139.8,108,58.3,120,203.4,160,9.7,1,3
57,0,0,140.0,100,174.7,102,258.5,111,13.3,4,1
108,0,0,210.7,112,238.7,73,253.6,90,9.2,5,3
73,0,0,137.6,113,179.7,75,172.8,71,10.7,2,1
116,0,0,119.0,94,144.3,110,199.7,65,8.8,5,2
217,0,0,176.4,115,158.8,128,306.6,107,9.3,3,4
97,0,32,168.4,129,225.9,97,191.8,95,8.5,7,0
84,0,0,169.5,96,157.6,94,98.2,70,10.6,7,0
115,1,0,180.0,119,198.8,126,217.1,70,12.4,3,1
76,0,0,198.3,130,217.1,86,188.4,96,12.5,3,0
98,0,0,189.8,113,271.5,111,218.9,96,13.0,5,1
23,0,0,190.2,89,166.4,108,219.8,73,15.0,4,6
125,1,0,298.4,78,270.5,142,107.3,84,12.2,2,0
135,0,0,218.8,123,242.8,64,85.8,80,10.3,3,4
21,0,19,132.7,94,204.6,101,154.7,78,12.9,7,3
157,0,0,248.7,113,251.8,79,262.7,46,7.5,3,5
146,0,0,205.4,101,134.9,77,310.5,83,10.3,2,3
123,0,0,211.0,92,217.0,102,214.8,104,9.8,7,3
119,0,0,109.2,96,153.1,80,240.0,102,9.8,5,2
148,1,0,233.5,81,187.7,71,122.3,97,9.6,2,0
59,0,0,128.7,85,169.8,121,207.3,98,10.5,4,3
130,0,0,126.8,101,144.1,105,249.6,117,11.4,8,2
160,0,0,171.2,103,243.5,121,178.2,92,13.0,3,2
115,0,0,254.8,97,153.5,110,217.6,117,9.0,4,1
79,0,0,41.9,124,211.0,95,237.9,55,11.4,5,1
84,0,0,159.5,125,247.1,90,187.9,82,7.2,4,2
88,0,0,65.4,97,168.2,76,236.0,113,13.8,1,2
74,0,0,233.6,72,168.0,103,276.3,71,6.3,2,2
78,0,0,290.5,119,158.4,75,255.6,101,8.6,6,2
68,0,0,134.6,73,206.8,117,138.4,104,9.4,2,2
102,0,0,245.4,82,260.3,124,195.1,82,10.5,3,3
132,0,0,214.6,78,251.7,98,240.8,88,13.9,2,0
140,0,0,125.3,84,167.6,121,260.6,94,8.4,4,1
138,0,0,217.2,73,190.8,127,133.5,97,5.2,3,4
79,0,0,261.7,97,210.6,48,256.7,83,6.0,3,3
63,0,0,132.9,122,67.0,62,160.4,121,9.9,2,3
91,0,23,232.4,97,186.0,88,190.5,128,12.3,3,3
104,0,0,138.7,100,215.4,58,164.3,98,4.9,4,2
68,0,0,150.4,106,199.0,131,109.7,103,12.3,3,3
31,0,28,210.5,101,250.5,86,241.6,125,11.5,2,1
108,0,0,138.6,122,172.3,117,231.6,92,9.8,3,1
85,0,0,234.5,113,237.3,116,122.7,110,12.9,3,4
149,0,20,147.8,132,276.8,94,149.9,110,10.2,6,0
46,0,0,214.1,72,164.4,104,177.5,113,8.2,3,2
70,0,0,222.8,114,215.9,113,223.5,122,0.0,0,1
99,0,0,201.5,103,124.2,120,239.9,56,11.5,3,0
103,0,0,245.8,116,135.4,97,190.9,73,9.9,7,1
149,0,28,212.8,117,159.9,86,222.7,88,0.0,0,1
28,0,0,159.7,79,216.7,131,206.7,116,9.3,3,2
112,0,22,244.7,104,203.1,88,222.0,84,7.4,6,0
25,0,0,134.3,98,202.3,109,195.9,100,12.6,5,2
147,0,0,274.0,92,231.8,82,283.6,83,6.2,1,0
85,0,0,259.8,85,242.3,117,168.8,72,5.4,1,0
42,0,0,269.9,99,37.8,76,166.6,139,13.8,1,1
124,0,0,158.6,104,211.2,77,179.3,104,10.2,8,3
133,0,0,227.4,90,73.2,135,114.3,99,4.7,7,0
79,0,21,264.3,79,202.8,118,173.4,92,6.3,3,4
93,0,0,173.0,131,190.4,108,290.0,66,10.4,2,0
85,1,0,116.2,86,229.7,127,204.2,109,10.1,3,3
113,0,0,158.9,137,242.8,109,247.8,97,6.5,4,0
124,0,0,193.0,97,89.8,99,172.8,104,15.3,3,1
22,0,0,222.9,97,172.6,91,187.6,99,10.1,3,1
60,0,0,136.4,147,219.9,101,99.7,73,7.0,3,0
51,0,43,158.2,94,213.2,105,190.4,91,8.5,2,2
57,0,0,154.2,78,196.7,85,253.5,97,10.1,9,1
96,0,33,183.3,115,201.4,87,177.4,84,10.4,15,3
105,1,31,172.5,103,113.6,102,261.6,104,10.8,4,2
36,1,42,196.8,89,254.9,122,138.3,126,20.0,6,0
42,0,16,240.8,80,212.6,121,271.7,138,9.4,4,1
108,0,0,291.6,99,221.1,93,229.2,110,14.0,9,2
81,0,0,79.4,99,144.7,90,204.7,114,9.1,5,0
42,0,0,191.9,139,304.2,91,179.5,91,11.7,4,0
83,0,0,337.4,120,227.4,116,153.9,114,15.8,7,0
67,0,34,161.7,114,207.6,115,205.7,114,9.2,4,0
73,0,0,203.3,45,141.9,87,200.7,71,8.5,6,0
17,0,0,161.5,123,214.2,81,315.0,106,8.6,5,1
122,0,37,163.0,107,312.8,118,200.0,85,11.6,5,1
65,0,0,143.6,98,187.7,96,200.2,104,9.3,2,3
93,0,0,199.7,109,114.2,68,241.0,109,7.1,2,0
106,1,0,196.7,100,210.2,109,173.8,83,7.8,1,4
39,0,0,157.2,81,247.7,131,215.7,141,9.9,9,1
88,0,0,138.3,116,236.0,138,179.1,110,9.6,4,3
128,1,18,222.1,89,160.6,109,218.8,102,13.6,2,0
55,0,20,207.7,91,199.7,113,216.5,110,7.3,1,1
115,0,0,200.2,92,244.9,107,190.9,96,8.8,3,1
94,0,0,181.3,135,182.4,108,180.6,103,6.7,2,0
98,0,29,111.1,105,217.9,101,248.1,108,6.6,3,2
142,0,26,220.5,94,239.5,126,254.3,109,5.9,9,2
79,0,0,147.0,72,165.7,102,243.2,107,8.4,9,1
32,0,0,171.2,82,185.6,102,203.3,64,10.2,7,1
146,1,0,204.4,135,219.1,90,222.7,114,10.5,6,3
97,0,0,256.4,125,273.9,100,222.7,101,11.1,1,1
135,1,0,174.8,112,218.0,125,180.1,102,12.7,6,3
88,0,0,82.7,94,157.5,130,205.9,81,10.6,4,0
88,0,0,73.3,86,161.4,82,239.6,76,8.2,3,4
74,0,0,157.1,95,213.1,36,280.4,77,7.6,3,2
61,0,0,140.8,126,212.5,115,141.7,79,6.4,5,4
66,0,0,154.0,133,198.9,121,151.9,100,9.5,3,4
51,1,12,135.8,60,200.6,134,192.4,98,12.3,7,2
55,0,0,285.7,124,230.9,106,230.7,140,14.8,7,0
83,0,0,117.9,101,160.4,92,235.3,150,11.4,10,0
38,0,0,194.4,94,186.7,95,223.3,90,10.8,5,3
67,0,0,176.2,120,236.0,138,152.5,104,10.6,4,1
108,0,25,170.7,88,109.9,113,165.7,99,8.7,1,3
87,0,0,228.7,90,163.0,99,154.1,90,11.8,3,1
119,0,0,197.2,111,168.1,78,209.8,84,4.2,2,1
65,1,0,277.9,123,155.8,112,256.9,71,9.2,10,0
71,0,0,103.3,103,138.5,79,164.8,98,9.0,2,2
147,0,0,155.1,117,239.7,93,208.8,133,10.6,4,0
68,0,30,122.9,93,233.5,91,199.5,144,9.6,2,2
42,0,0,303.9,106,232.2,54,147.1,76,5.8,3,1
90,0,0,259.1,140,124.0,119,188.3,79,12.8,3,0
99,0,0,155.3,93,265.7,95,145.7,67,12.4,4,0
98,0,0,171.7,99,174.8,87,189.6,130,7.8,6,1
105,0,0,160.3,86,195.2,80,163.3,109,12.7,3,2
95,0,0,198.9,101,209.7,91,145.3,55,11.4,4,1
122,0,0,126.0,89,147.0,95,280.2,97,5.6,4,0
111,0,0,171.5,108,204.4,106,238.8,90,10.7,4,3
7,0,33,211.8,99,170.9,110,244.2,125,11.2,4,2
41,0,0,182.1,89,211.5,104,207.4,124,6.8,1,1
60,0,0,162.8,117,163.2,121,242.4,140,14.2,2,1
68,0,0,141.9,112,166.2,94,223.5,77,9.2,6,1
48,0,0,171.9,98,159.0,127,139.5,101,7.6,3,2
76,0,35,273.7,94,153.3,101,259.0,109,3.8,3,0
177,0,0,189.5,99,176.3,117,225.9,112,14.2,2,1
47,1,0,177.1,104,217.4,97,191.8,131,9.7,5,2
87,0,22,263.8,65,103.4,115,208.1,109,8.5,3,3
221,0,24,180.5,85,224.1,92,205.7,103,2.4,3,0
107,0,0,90.7,90,207.5,109,169.4,96,5.6,5,2
119,0,0,124.3,68,207.1,88,157.4,93,14.8,1,0
52,0,20,133.3,63,184.1,123,272.9,107,13.5,2,1
88,0,0,166.7,61,179.3,88,242.7,131,6.8,7,4
147,0,0,205.3,95,166.7,128,240.6,84,7.8,4,1
58,0,29,240.4,80,118.9,91,164.2,108,11.2,3,1
109,0,0,264.7,69,305.0,120,197.4,86,9.5,9,1
183,0,31,211.9,126,224.3,125,226.2,125,13.8,2,1
99,0,0,198.2,87,207.3,76,190.9,113,8.7,3,4
63,0,32,218.9,124,214.3,125,260.3,120,12.9,3,1
51,0,26,236.8,61,263.4,97,181.1,91,11.2,8,1
116,0,0,149.6,74,167.9,92,174.1,100,16.4,7,0
140,0,0,173.2,91,196.8,106,209.3,128,11.2,5,3
138,0,0,251.0,119,91.2,96,142.2,87,13.8,3,3
150,0,27,209.8,112,155.0,80,251.5,111,7.2,6,0
156,0,0,189.4,114,145.7,96,192.8,121,4.5,13,0
133,0,0,143.8,71,184.0,131,275.5,132,12.9,4,3
143,0,0,191.6,53,104.6,104,195.8,125,10.7,9,3
120,0,0,252.0,120,150.2,106,151.8,96,9.6,1,2
120,0,0,198.8,56,230.1,73,119.8,81,9.9,3,2
99,0,21,180.2,97,167.7,47,203.1,84,14.6,5,2
193,0,0,208.1,115,178.0,104,195.9,95,12.4,9,3
135,1,24,127.7,54,215.0,105,234.3,84,5.8,4,2
61,0,28,239.9,110,218.9,87,166.0,46,12.1,4,1
76,0,0,293.8,94,169.6,62,160.4,103,13.7,9,0
143,0,24,186.6,69,222.0,116,234.9,138,11.6,5,1
113,0,0,159.8,143,210.1,93,175.1,86,13.1,7,2
65,0,0,97.9,138,173.0,102,262.2,92,9.2,4,1
137,0,0,248.3,63,250.4,108,159.1,94,9.6,4,1
105,0,40,236.5,111,117.0,110,221.1,115,8.1,3,2
67,0,30,129.6,107,233.0,104,297.0,93,14.5,5,1
120,0,27,128.5,115,163.7,91,242.9,121,0.0,0,1
89,0,0,111.2,101,122.1,94,180.8,85,12.6,2,3
142,1,0,140.8,140,228.6,119,152.9,88,10.9,7,1
135,0,0,191.7,125,284.2,100,211.7,87,12.5,2,0
158,0,19,127.6,88,235.2,82,195.0,87,10.1,3,0
84,0,0,203.4,125,182.9,88,213.7,121,13.8,2,1
155,0,0,216.7,30,144.3,125,135.3,106,10.8,1,2
80,0,0,118.1,90,144.3,77,225.1,86,8.2,6,1
55,0,0,286.7,100,134.4,121,192.9,122,6.9,5,2
45,0,32,235.0,85,240.5,101,147.1,88,7.7,3,2
89,0,0,159.4,126,207.0,108,141.6,121,11.1,4,1
146,0,0,149.3,83,187.1,130,149.8,100,7.9,4,7
77,0,0,245.2,87,254.1,83,239.4,91,7.5,4,0
91,0,0,109.8,100,189.6,104,206.7,85,11.1,3,1
109,0,0,123.0,111,237.2,103,258.8,91,9.3,12,1
126,0,0,190.9,143,149.7,72,191.4,87,13.0,3,1
110,0,38,236.3,102,195.9,112,183.5,82,9.7,6,1
143,0,0,110.1,113,169.0,59,166.7,94,9.2,2,1
55,0,28,105.3,82,197.4,109,187.5,91,8.6,6,2
120,0,40,222.2,80,223.1,84,164.0,65,12.1,3,1
157,1,0,180.4,123,194.0,98,227.3,88,8.4,5,0
57,0,0,176.9,75,204.2,86,254.1,90,6.1,4,1
127,0,36,183.2,117,126.8,76,263.3,71,11.2,8,1
130,0,0,213.1,105,206.2,108,163.4,93,8.9,3,0
105,1,28,156.1,89,107.1,114,167.7,95,14.7,3,0
9,0,39,214.1,108,169.2,115,189.7,117,10.1,3,1
209,0,0,255.1,124,230.6,110,218.0,69,8.5,5,3
134,0,10,159.4,79,91.0,94,199.5,137,10.0,3,2
156,0,0,123.7,96,103.0,80,189.4,82,13.1,4,1
33,0,0,159.5,115,195.4,118,102.4,86,7.1,7,1
150,0,0,178.9,101,169.1,110,148.6,100,13.8,3,4
144,0,0,278.5,95,240.7,90,120.0,90,11.6,5,1
87,0,0,231.3,105,171.7,108,67.7,136,13.0,6,1
73,0,0,182.3,115,199.2,97,120.2,113,18.0,5,1
51,0,0,232.4,109,187.4,95,231.2,107,9.1,3,1
93,0,23,196.0,91,156.3,107,200.5,68,15.3,2,1
85,0,0,209.1,57,110.7,111,113.3,113,12.8,4,1
94,0,0,174.0,85,241.1,114,207.8,94,7.9,1,1
90,0,0,203.4,146,226.7,117,152.4,105,7.3,4,1
82,0,34,232.6,121,153.2,115,286.7,77,4.7,3,3
91,0,37,162.3,107,233.9,115,277.4,94,9.2,4,0
64,0,0,154.0,67,225.8,118,265.3,86,3.5,3,1
55,0,37,197.5,89,228.7,141,313.4,121,19.7,2,1
128,0,0,148.5,105,243.0,106,255.2,114,6.8,2,1
76,0,22,160.1,107,168.7,136,23.2,102,9.5,4,3
148,0,0,178.3,98,282.6,110,181.0,98,11.4,4,1
114,0,0,172.0,145,276.4,101,193.7,100,10.1,9,1
115,0,0,211.1,112,227.8,113,179.6,110,7.2,2,0
100,0,0,254.2,97,262.0,88,256.3,82,13.6,6,0
122,0,34,146.4,104,89.7,103,220.0,91,15.6,4,2
141,0,0,83.2,74,190.6,104,150.5,79,10.7,7,1
76,0,0,107.3,140,238.2,133,271.8,116,10.0,3,4
135,0,0,204.1,116,150.2,74,108.1,154,8.1,1,2
86,0,0,176.3,79,259.2,97,287.4,78,6.2,3,0
46,0,0,164.2,116,196.2,153,236.1,119,8.1,1,1
158,0,0,175.9,105,188.3,88,188.3,98,11.0,6,1
42,0,0,150.7,52,246.7,96,103.8,118,7.0,4,2
125,1,0,187.3,118,160.7,111,263.8,112,9.6,2,0
93,0,0,174.1,127,176.8,73,240.0,111,10.7,3,0
167,0,0,94.9,114,315.8,105,181.0,71,10.8,6,0
92,0,0,325.4,73,127.8,100,209.9,98,9.3,10,1
116,0,0,110.9,54,213.4,82,186.2,116,7.9,2,2
122,0,0,157.1,134,184.9,122,197.2,59,8.5,5,4
78,0,21,160.6,85,223.1,79,124.0,92,9.5,1,2
56,0,0,158.2,85,197.9,91,159.9,133,7.7,7,1
115,0,0,245.0,97,250.7,75,270.2,124,13.7,8,1
86,0,38,123.0,158,133.9,119,138.2,103,13.3,4,1
39,0,0,160.4,68,102.6,103,235.3,106,9.1,5,2
63,0,0,149.3,104,273.6,75,206.6,72,9.1,4,0
94,0,38,220.0,102,180.3,119,136.2,90,10.3,2,1
86,0,0,120.6,82,238.3,96,219.8,125,11.4,5,0
73,0,0,67.0,76,223.0,154,236.5,151,11.2,2,1
170,0,0,184.1,106,204.9,70,224.3,133,9.8,3,2
87,0,39,82.6,113,224.4,63,163.6,88,9.5,1,3
16,0,0,161.9,100,230.1,138,148.8,78,10.2,11,3
142,0,34,219.5,85,144.0,120,258.2,84,7.0,3,1
92,1,0,62.6,111,180.6,126,221.7,80,10.4,2,1
82,0,0,217.6,82,169.4,101,248.9,124,12.7,3,0
72,0,0,147.0,79,162.3,103,162.9,80,10.5,4,1
82,0,0,143.9,61,194.9,105,109.6,94,11.1,2,1
110,0,0,94.1,127,283.0,97,168.7,69,10.3,6,2
135,0,0,239.9,91,177.1,104,217.2,118,5.9,3,2
143,0,0,271.7,67,189.1,155,101.1,55,17.2,5,1
162,0,33,184.5,139,183.2,78,127.4,106,12.3,6,0
90,0,0,192.6,129,191.6,100,203.1,105,11.4,2,3
113,0,0,215.5,129,218.7,117,207.1,91,6.6,9,4
117,0,0,191.1,93,282.8,56,84.8,118,12.0,4,2
138,1,28,211.2,117,312.5,98,178.0,118,10.7,2,3
85,0,29,144.6,97,140.0,102,165.4,148,10.9,3,1
166,0,0,136.1,116,181.4,93,131.4,108,11.3,4,0
123,0,0,206.9,85,244.7,78,221.5,136,7.7,2,3
102,0,18,144.4,76,160.7,97,200.8,101,9.3,4,0
100,0,0,191.9,95,200.9,101,271.9,74,18.2,3,1
111,0,0,294.7,90,294.6,72,260.1,121,10.8,3,1
158,0,0,193.3,121,208.1,97,228.1,99,7.1,9,1
120,0,0,98.2,99,186.7,85,146.7,96,9.3,4,2
81,0,36,164.8,106,210.2,138,173.6,78,4.3,2,2
72,0,0,175.5,103,132.3,120,242.9,96,11.8,3,1
3,0,0,125.5,100,266.2,78,270.4,119,5.9,6,3
51,0,0,229.7,129,336.0,104,192.8,128,9.6,1,1
122,0,0,128.9,136,244.4,133,148.7,133,10.7,5,0
100,0,31,67.7,67,147.1,116,288.3,103,12.3,2,6
98,0,0,198.6,92,349.4,99,221.7,83,7.3,6,2
71,0,0,290.4,108,253.9,92,263.3,126,10.1,5,3
87,0,0,58.0,125,67.5,116,185.9,136,11.5,3,0
71,0,0,238.0,82,278.5,94,193.1,134,11.8,10,0
135,1,41,173.1,85,203.9,107,122.2,78,14.6,15,0
70,0,0,325.5,128,300.3,105,199.8,93,5.7,7,1
185,0,29,151.1,121,244.7,88,154.4,91,13.8,2,2
116,0,0,133.8,88,177.1,103,185.2,106,12.4,4,2
165,0,0,216.6,126,190.8,104,224.7,123,12.4,8,0
120,0,0,180.8,93,190.1,82,192.3,66,10.5,7,2
99,0,0,145.6,106,98.3,106,230.8,83,10.9,5,1
38,0,0,220.5,110,180.8,114,156.5,102,5.6,7,1
96,0,0,102.1,74,93.7,88,236.2,125,14.0,2,1
58,0,0,247.2,116,303.7,103,105.4,94,9.3,2,2
112,0,0,272.5,119,226.1,94,159.1,94,16.4,5,3
122,0,0,119.3,93,223.9,103,211.9,122,8.7,4,2
146,0,23,149.6,96,239.8,124,293.5,135,7.4,4,2
111,0,21,127.1,94,228.3,116,166.7,108,7.1,3,1
46,0,0,156.4,105,185.5,98,226.7,96,11.8,3,1
81,0,17,268.1,94,156.1,124,160.4,90,13.6,5,2
115,0,0,166.5,111,236.2,98,205.6,92,15.6,2,1
96,0,18,172.7,86,133.4,113,259.5,70,9.8,3,1
89,0,0,105.9,151,189.6,142,170.9,67,12.7,7,0
85,0,0,222.3,132,231.5,101,223.5,75,11.0,2,3
130,0,19,152.9,87,213.2,99,205.3,114,10.8,6,2
